slug,status,resolution,market_title,market_id,closed,endDate,resolutionSource,notes
will-the-highest-temperature-in-nyc-be-between-67-68f-on-april-20,RESOLVED,No,Will the highest temperature in NYC be between 67-68°F on April 20?,538275,True,2025-04-20T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-reach-225-september-17-541,RESOLVED,No,Solana reach 225 September 1–7?,585050,True,2025-09-08T04:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-vfb-stuttgart-beat-bayern-munich,RESOLVED,No,Will VfB Stuttgart beat Bayern Munich?,525800,True,2025-02-28T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-jacob-bridgeman-be-the-first-round-leader-at-the-2025-pga-tour-3m-open,RESOLVED,No,Will Jacob Bridgeman be the first round leader at the 2025 PGA TOUR 3M Open?,565548,True,2025-07-25T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nhl-det-mon-2025-04-08,RESOLVED,Canadiens,Red Wings vs. Canadiens,534680,True,2025-04-15T23:00:00Z,https://www.nhl.com/,
will-bradley-barcola-be-named-the-champions-league-final-man-of-the-match,RESOLVED,No,Will Bradley Barcola be named the Champions League Final man of the match?,542512,True,2025-05-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1758910500,RESOLVED,Up,"Bitcoin Up or Down - September 26, 2:15PM-2:30PM ET",613796,True,2025-09-26T18:30:00Z,https://data.chain.link/streams/btc-usd,
bitcoin-up-or-down-july-9-8am-et,RESOLVED,Up,"Bitcoin Up or Down - July 9, 8AM ET",557308,True,2025-07-09T13:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-the-highest-temperature-in-london-be-43f-or-below-on-january-28,RESOLVED,No,Will the highest temperature in London be 43°F or below on January 28?,520303,True,2025-01-27T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-new-york-city-be-between-7879f-on-may-27,RESOLVED,No,Will the highest temperature in New York City be between 78–79°F on May 27?,546948,True,2025-05-27T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
ethereum-up-or-down-july-7-9am-et,RESOLVED,Up,"Ethereum Up or Down - July 7, 9AM ET",559998,True,2025-07-07T14:00:00Z,https://www.binance.com/en/trade/ETH_USDT,
will-maverick-mcnealy-win-the-2025-bmw-championship,RESOLVED,No,Will Maverick McNealy win the 2025 BMW Championship?,574752,True,2025-08-18T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
eth-multistrike-4h-1756627200-4425,RESOLVED,Yes,"Will the price of Ethereum be above $4,425 on August 31 at 4AM ET?",584214,True,2025-08-31T08:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
btc-up-or-down-15m-1758798900,RESOLVED,Down,"Bitcoin Up or Down - September 25, 7:15AM-7:30AM ET",612048,True,2025-09-25T11:30:00Z,https://data.chain.link/streams/btc-usd,
xrp-multistrike-4h-1756483200-2pt91,RESOLVED,No,Will the price of XRP be above $2.91 on August 29 at 12PM ET?,583023,True,2025-08-29T16:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
grammys-2022-will-olivia-rodrigo-win-best-new-artist,RESOLVED_UNKNOWN,,GRAMMYs 2022: Will Olivia Rodrigo win Best New Artist?,242620,True,2022-05-01T00:00:00Z,https://www.grammy.com/,no payout==1 found
eth-multistrike-4h-1757448000-4350,RESOLVED,No,"Will the price of Ethereum be above $4,350 on September 9 at 4PM ET?",591582,True,2025-09-09T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-shkndija-win-the-2025-26-uefa-europa-league,RESOLVED,No,Will Shkëndija win the 2025-26 UEFA Europa League?,578559,True,2026-05-24T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-multistrike-4h-1758369600-117k,RESOLVED,No,"Will the price of Bitcoin be above $117,000 on September 20 at 8AM ET?",604953,True,2025-09-20T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
solana-up-or-down-august-3-2pm-et,RESOLVED,Down,"Solana Up or Down - August 3, 2PM ET",570527,True,2025-08-03T19:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
nba-tor-sas-2025-04-13-spread-away-2pt5,RESOLVED,Spurs,Spread: Spurs (-2.5),536836,True,2025-04-20T19:30:00Z,https://www.nba.com/,
will-daniel-berger-win-the-2025-truist-championship,RESOLVED,No,Will Daniel Berger win the 2025 Truist Championship?,541174,True,2025-05-12T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-who-will-win-wizards-vs-magic-scheduled-for-march-30-710-pm-et,RESOLVED_UNKNOWN,,"NBA: Who will win Wizards vs. Magic, scheduled for March 30, 7:10 PM ET?",242634,True,2022-03-30T00:00:00Z,https://www.nba.com/games,no payout==1 found
will-fewer-than-160-democratic-congressmen-vote-for-funding-bill,RESOLVED,Yes,Will fewer than 160 Democratic congressmen vote for funding bill?,515987,True,2025-03-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
solana-up-or-down-september-25-3am-et,RESOLVED,Up,"Solana Up or Down - September 25, 3AM ET",609311,True,2025-09-25T08:00:00Z,https://www.binance.com/en/trade/SOL_USDT,
will-the-highest-temperature-in-london-be-55f-or-below-on-april-1,RESOLVED,Yes,Will the highest temperature in London be 55°F or below on April 1?,531987,True,2025-04-01T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
pit-pirates-vs-mia-marlins-march-29,RESOLVED,Marlins,PIT Pirates vs. MIA Marlins March 29,531711,True,2025-03-29T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-lac-gsw-2025-04-13-total-216pt5,RESOLVED,Over,Over 216.5,536624,True,2025-04-20T19:30:00Z,https://www.nba.com/,
will-trump-say-iran-during-his-250th-army-anniversary-remarks-on-june-14,RESOLVED,No,"Will Trump say ""Iran"" during his 250th Army Anniversary remarks on June 14?",551748,True,2025-06-14T10:30:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-trumps-approval-rating-be-less-than-44pt5-on-june-20,RESOLVED,No,Will Trump's approval rating be less than 44.5% on June 20?,552521,True,2025-06-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
bitcoin-up-or-down-august-26-4am-et,RESOLVED,Down,"Bitcoin Up or Down - August 26, 4AM ET",579845,True,2025-08-26T09:00:00Z,https://www.binance.com/en/trade/BTC_USDT,
will-lost-ark-be-in-the-top-5-most-played-games-on-steam-on-april-15-2022,RESOLVED_UNKNOWN,,"Will Lost Ark be in the top 5 most played games on Steam on April 15, 2022?",242648,True,2022-04-15T00:00:00Z,https://store.steampowered.com/stats/,no payout==1 found
xrp-above-3pt1-on-september-12,RESOLVED,No,Will the price of XRP be above $3.10 on September 12?,588972,True,2025-09-12T16:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
eth-multistrike-4h-1757332800-4325,RESOLVED,No,"Will the price of Ethereum be above $4,325 on September 8 at 8AM ET?",590397,True,2025-09-08T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-price-of-ethereum-be-between-4550-and-4575-on-september-12-at-8am-et,RESOLVED,No,"Will the price of Ethereum be between $4,550 and $4,575 on September 12 at 8AM ET?",594783,True,2025-09-12T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-there-be-42-or-more-combined-points-scored-tb-den,RESOLVED,Under,Will there be 42 or more combined points scored?,507608,True,2024-09-22T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
btc-multistrike-4h-1757707200-113k,RESOLVED,Yes,"Will the price of Bitcoin be above $113,000 on September 12 at 4PM ET?",595210,True,2025-09-12T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-price-of-xrp-be-between-3pt06-and-3pt09-on-september-14-at-12am-et,RESOLVED,No,Will the price of XRP be between $3.06 and $3.09 on September 14 at 12AM ET?,596965,True,2025-09-14T04:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-carter-verhaeghe-score-a-goal-in-game-5,RESOLVED,No,Will Carter Verhaeghe score a goal in Game 5?,552360,True,2025-06-14T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-will-the-hawks-beat-the-cavaliers-by-more-than-5pt5-points-in-their-march-31-740-pm-et-matchup,RESOLVED_UNKNOWN,,"NBA: Will the Hawks beat the Cavaliers by more than 5.5 points in their March 31, 7:40 PM ET matchup?",242674,True,2022-03-31T00:00:00Z,https://www.nba.com/games,no payout==1 found
atp-los-cabos-rublev-vs-kovacevic,RESOLVED,Kovacevic,ATP Los Cabos: Rublev vs. Kovacevic,565033,True,2025-07-19T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
eth-multistrike-4h-1757073600-4450,RESOLVED,No,"Will the price of Ethereum be above $4,450 on September 5 at 8AM ET?",588231,True,2025-09-05T12:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-adam-yates-finish-in-the-top-ten-at-the-tour-de-france-2025,RESOLVED,No,Will Adam Yates finish in the top ten at the Tour de France 2025?,549705,True,2025-07-27T00:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-cle-uta-2025-03-23-total-231pt5,RESOLVED,Under,Over 231.5,529858,True,2025-03-30T19:30:00Z,https://www.nba.com/,
eth-up-or-down-15m-1758990600,RESOLVED,Down,"Ethereum Up or Down - September 27, 12:30PM-12:45PM ET",615674,True,2025-09-27T16:45:00Z,https://data.chain.link/streams/eth-usd,
grammys-2022-will-lady-gagas-and-tony-bennets-i-get-a-kick-out-of-you-win-record-of-the-year,RESOLVED_UNKNOWN,,"GRAMMYs 2022: Will Lady Gaga's and Tony Bennet's ""I Get a Kick Out of You"" win Record of the Year?",242685,True,2022-04-03T00:00:00Z,https://www.grammy.com/,no payout==1 found
will-duke-beat-unc,RESOLVED,Duke,Will Duke beat UNC?,508279,True,2024-09-28T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nba-okc-den-2025-05-09-spread-home-8pt5,RESOLVED,Nuggets,Spread: Thunder (-8.5),542845,True,2025-05-17T02:00:00Z,https://www.nba.com/,
btc-multistrike-4h-1757232000-111pt5k,RESOLVED,No,"Will the price of Bitcoin be above $111,500 on September 7 at 4AM ET?",589730,True,2025-09-07T08:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
nba-phx-mil-2025-04-01-moneyline,RESOLVED,Bucks,Suns vs Bucks,532697,True,2025-04-08T23:30:00Z,https://www.nba.com/,
nba-den-dal-2023-11-03,RESOLVED,Nuggets,Nuggets vs. Mavericks,252892,True,2023-11-03T00:00:00Z,https://www.nba.com/,
will-bitcoin-reach-77500-in-november,RESOLVED,Yes,"Will Bitcoin reach $77,500 in November?",511523,True,2024-11-30T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-xrp-reach-3pt30-in-august-223-125-379-739,RESOLVED,Yes,Will XRP reach $3.30 in August?,570886,True,2025-09-01T04:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-holden-williams-uf-win-the-october-4th-sperm-racing-challenge,RESOLVED,Yes,Will Holden Williams (UF) win the October 4th Sperm racing challenge?,621331,True,2025-10-04T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-aj-allmendinger-win-the-great-american-getaway-400,RESOLVED,No,Will AJ Allmendinger win The Great American Getaway 400?,553265,True,2025-06-22T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-highest-temperature-in-london-be-between-63-64f-on-september-14,RESOLVED,Yes,Will the highest temperature in London be between 63-64°F on September 14?,595290,True,2025-09-14T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-phi-sas-2025-03-21-total-241pt5,RESOLVED,Over,Over vs Under Line: 241.5,529370,True,2025-03-29T00:00:00Z,https://www.nba.com/,
will-andrey-rublev-win-the-2025-atp-cincinnati,RESOLVED,No,Will Andrey Rublev win the 2025 ATP Cincinnati?,573174,True,2025-08-20T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-a-dozen-eggs-be-between-4pt25-4pt5-in-june,RESOLVED,No,Will a dozen eggs be between $4.25-4.5 in June?,551573,True,2025-07-15T12:30:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-okc-den-2025-05-15-spread-home-4pt5,RESOLVED,Nuggets,Spread: Thunder (-4.5),544601,True,2025-05-22T04:00:00Z,https://www.nba.com/,
eth-multistrike-4h-1757044800-4400,RESOLVED,No,"Will the price of Ethereum be above $4,400 on September 5 at 12AM ET?",588069,True,2025-09-05T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-trump-say-woke-or-wokeness-during-west-point-commencement-on-may-24,RESOLVED,No,"Will Trump say ""Woke"" or ""Wokeness"" during West Point Commencement on May 24?",546409,True,2025-05-24T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-the-price-of-bitcoin-be-greater-than-117k-on-august-24-at-4pm-et,RESOLVED,No,Will the price of Bitcoin be greater than $117K on August 24 at 4PM ET?,580345,True,2025-08-24T20:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-dodgers-vs-padres,RESOLVED,Dodgers,MLB: Dodgers vs. Padres,508202,True,2024-09-26T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
nfl-sf-no-2025-09-14-spread-away-2pt5,RESOLVED,49ers,Spread: 49ers (-2.5),594250,True,2025-09-14T17:00:00Z,https://www.nfl.com/scores,
will-the-price-of-solana-be-between-216-and-218-on-september-24-at-12am-et,RESOLVED,No,Will the price of Solana be between $216 and $218 on September 24 at 12AM ET?,610337,True,2025-09-24T04:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cs2-mibr-red-canids-2025-10-05-game2,RESOLVED,RED Canids,Counter-Strike: MIBR vs RED Canids - Map 2 Winner,622259,True,2025-10-05T22:00:00Z,https://liquipedia.net/counterstrike/Main_Page,
will-marcos-giron-win-the-2025-bitpanda-hamburg-open,RESOLVED,No,Will Marcos Giron win the 2025 Bitpanda Hamburg Open?,544739,True,2025-05-24T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
microstrategy-purchases-5000-btc-august-5-11,RESOLVED,No,MicroStrategy purchases >5000 BTC August 5-11?,571732,True,2025-08-12T04:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
xrp-up-or-down-july-25-5am-et,RESOLVED,Up,"XRP Up or Down - July 25, 5AM ET",566854,True,2025-07-25T10:00:00Z,https://www.binance.com/en/trade/XRP_USDT,
will-the-highest-temperature-in-london-be-between-85-86f-on-july-10,RESOLVED,No,Will the highest temperature in London be between 85-86°F on July 10?,560923,True,2025-07-10T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-tor-bkn-2025-03-26-total-213pt5,RESOLVED,Under,Over 213.5,530958,True,2025-04-02T23:30:00Z,https://www.nba.com/,
will-esteban-ocon-win-the-2025-f1-belgian-grand-prix-pole,RESOLVED,No,Will Esteban Ocon win the 2025 F1 Belgian Grand Prix Pole?,561720,True,2025-07-27T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-sa-atl-2023-03-19,RESOLVED,Spurs,NBA: San Antonio Spurs vs. Atlanta Hawks 2023-03-19,249362,True,2023-03-19T00:00:00Z,https://www.nba.com/,
will-trump-lead-by-0pt5-or-more-points-on-september-20,RESOLVED,No,Will Trump lead by 0.5 or more points on September 20?,506791,True,2024-09-20T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
cfb-byu-ecu-2025-09-20-spread-away-6pt5,RESOLVED,BYU,Spread: BYU (-6.5),605131,True,2025-09-20T23:30:00Z,https://www.ncaa.com/,
eth-multistrike-4h-1757880000-4625,RESOLVED,No,"Will the price of Ethereum be above $4,625 on September 14 at 4PM ET?",597559,True,2025-09-14T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-bayer-leverkusen-beat-atltico-madrid,RESOLVED,No,Will Bayer Leverkusen beat Atlético Madrid?,519381,True,2025-01-21T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-solana-reach-215-in-october,RESOLVED,Yes,Will Solana reach $215 in October?,619000,True,2025-11-01T04:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-antonio-pierce-be-the-next-coach-fired,RESOLVED,No,Will Antonio Pierce be the next coach fired?,509989,True,2025-01-06T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-donald-trump-say-tampon-during-his-pennsylvania-rally,RESOLVED,No,"Will Donald Trump say ""tampon"" during his Pennsylvania rally?",507648,True,2024-09-23T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
swiss-open-cerundolo-vs-bublik,RESOLVED,Bublik,Swiss Open: Cerundolo vs. Bublik,565166,True,2025-07-20T00:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
btc-up-or-down-15m-1758862800,RESOLVED,Up,"Bitcoin Up or Down - September 26, 1:00AM-1:15AM ET",613179,True,2025-09-26T05:15:00Z,https://data.chain.link/streams/btc-usd,
xrp-multistrike-4h-1756728000-2pt82,RESOLVED,No,Will the price of XRP be above $2.82 on September 1 at 8AM ET?,584848,True,2025-09-01T12:00:00Z,0x157Ce2d672854c848c9b79C49a8Cc6cc89176a49,
will-the-price-of-bitcoin-be-between-114k-and-115k-on-august-5-at-5pm-et,RESOLVED,No,Will the price of Bitcoin be between $114K and $115K on August 5 at 5PM ET?,571769,True,2025-08-05T21:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-the-cducsu-win-over-40-of-the-vote-in-the-german-election,RESOLVED,No,Will the CDU/CSU win over 40% of the vote in the German election?,515893,True,2025-02-23T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-oliver-bearman-win-the-2025-f1-british-grand-prix,RESOLVED,No,Will Oliver Bearman win the 2025 F1 British Grand Prix?,556049,True,2025-07-06T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-alibaba-have-the-top-ai-model-on-may-31,RESOLVED,No,Will Alibaba have the top AI model on May 31?,535797,True,2025-05-31T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1759835700,RESOLVED,Up,"Bitcoin Up or Down - October 7, 7:15AM-7:30AM ET",624709,True,2025-10-07T11:30:00Z,https://data.chain.link/streams/btc-usd,
xrp-multistrike-4h-1758657600-2pt79,RESOLVED,Yes,Will the price of XRP be above $2.79 on September 23 at 4PM ET?,609599,True,2025-09-23T20:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
will-the-highest-temperature-in-london-be-between-91-92f-on-june-29,RESOLVED,No,Will the highest temperature in London be between 91-92°F on June 29?,556204,True,2025-06-29T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
nba-lac-sac-2025-04-11-spread-home-1pt5,RESOLVED,Kings,Spread: Clippers (-1.5),536163,True,2025-04-19T02:00:00Z,https://www.nba.com/,
ufc-273-who-will-win-gilbert-burns-or-khamzat-chimaev,RESOLVED_UNKNOWN,,UFC 273: Who will win — Gilbert Burns or Khamzat Chimaev?,242827,True,2022-04-09T00:00:00Z,https://www.ufc.com/event/ufc-273,no payout==1 found
will-max-homa-win-the-2025-pga-tour-john-deere-classic,RESOLVED,No,Will Max Homa win the 2025 PGA TOUR John Deere Classic?,557461,True,2025-07-06T00:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
will-a-republican-win-north-carolina-governor-election,RESOLVED,No,Will a Republican win North Carolina Governor Election?,255347,True,2024-11-05T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
btc-up-or-down-15m-1759723200,RESOLVED,Up,"Bitcoin Up or Down - October 6, 12:00AM-12:15AM ET",622875,True,2025-10-06T04:15:00Z,https://data.chain.link/streams/btc-usd,
nhl-sea-ott-2023-03-09,RESOLVED,Senators,NHL: Seattle Kraken vs. Ottawa Senators 2023-03-09,249075,True,2023-03-09T00:00:00Z,https://www.nhl.com/,
will-the-price-of-bitcoin-be-less-than-100k-on-june-13,RESOLVED,No,Will the price of Bitcoin be less than $100K on June 13?,550281,True,2025-06-13T16:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
mlb-tor-nyy-2025-09-05-nrfi,RESOLVED,No,NRFI: Blue Jays vs. Yankees,588167,True,2025-09-05T23:05:00Z,https://www.mlb.com/,
will-trump-impose-tariffs-on-mexico-in-his-first-week,RESOLVED,No,Will Trump impose tariffs on Mexico in his first week? ,517863,True,2025-01-27T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-zohran-mamdani-say-homeless-or-homelessness-during-fighting-oligarchy-town-hall-on-september-6,RESOLVED,Yes,"Will Zohran Mamdani say ""Homeless"" or ""Homelessness"" during Fighting Oligarchy town hall on September 6?",587979,True,2025-09-06T00:00:00Z,0x65070BE91477460D8A7AeEb94ef92fe056C2f2A7,
eth-up-or-down-15m-1757972700,RESOLVED,Up,"Ethereum Up or Down - September 15, 5:45PM-6:00PM ET",599375,True,2025-09-15T22:00:00Z,https://data.chain.link/streams/eth-usd,
atp-shimabukuro-vs-korda-2025-09-26,RESOLVED,Korda,Japan Open Tennis Championships: Sho Shimabukuro vs Sebastian Korda,612095,True,2025-10-03T03:30:00Z,https://www.atptour.com/en/scores/current,
will-the-price-of-bitcoin-be-between-111500-and-112k-on-september-23-at-4am-et,RESOLVED,No,"Will the price of Bitcoin be between $111,500 and $112,000 on September 23 at 4AM ET?",608948,True,2025-09-23T08:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
uel-lrn-brn-2025-08-27-draw,RESOLVED,No,Will AEK Larnaka vs. Brann end in a draw?,579044,True,2025-08-27T16:30:00Z,https://www.uefa.com/uefaeuropaleague/,
mlb-hou-bos-2025-08-02,RESOLVED,Red Sox,Astros vs. Red Sox,570440,True,2025-08-09T20:10:00Z,https://www.mlb.com/,
mls-aus-stl-2025-10-04-stl,RESOLVED,Yes,Will St. Louis City SC win on 2025-10-04?,618243,True,2025-10-05T00:30:00Z,https://www.mlssoccer.com/schedule/scores,
will-karoline-leavitt-say-drone-during-next-white-house-press-briefing1,RESOLVED,No,Will Karoline Leavitt say Drone during next White House press briefing?,523304,True,2025-12-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
will-alexander-albon-win-the-2025-monaco-gp-pole,RESOLVED,No,Will Alexander Albon win the 2025 Monaco GP pole?	,546729,True,2025-05-25T12:00:00Z,0x2F5e3684cb1F318ec51b00Edba38d79Ac2c0aA9d,
uel-gal-az-2025-02-20-draw,RESOLVED,Yes,Will Galatasaray vs. AZ Alkmaar end in a draw?,524250,True,2025-02-20T17:45:00Z,https://www.uefa.com/uefaeuropaleague/,
will-karoline-leavitt-say-president-100-times-during-next-white-house-press-briefing-03262025,RESOLVED,No,"Will Karoline Leavitt say ""President"" 100+ times during next White House press briefing?",531376,True,2025-12-31T12:00:00Z,0x6A9D222616C90FcA5754cd1333cFD9b7fb6a4F74,
